Date;Period;Id;Name;TotalHeat;PercentageUsed;TotalCO2;TotalCost
02-03-2024 13:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1701,29
02-03-2024 13:00;Winter;1;Gas Boiler 2;2,72;90,67;117,87;1523,20
02-03-2024 13:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
02-03-2024 14:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1782,75
02-03-2024 14:00;Winter;1;Gas Boiler 2;2,78;92,67;120,47;1556,80
02-03-2024 14:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
02-03-2024 15:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1786,62
02-03-2024 15:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 15:00;Winter;4;Heat Pump 1;0,28;4,67;0,00;197,55
02-03-2024 16:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1774,82
02-03-2024 16:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 16:00;Winter;4;Heat Pump 1;0,51;8,50;0,00;362,14
02-03-2024 17:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1782,38
02-03-2024 17:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 17:00;Winter;4;Heat Pump 1;0,68;11,33;0,00;480,87
02-03-2024 18:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1775,78
02-03-2024 18:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 18:00;Winter;4;Heat Pump 1;0,15;2,50;0,00;106,46
02-03-2024 19:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1804,82
02-03-2024 19:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 19:00;Winter;4;Heat Pump 1;0,22;3,67;0,00;153,68
02-03-2024 20:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1839,25
02-03-2024 20:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 20:00;Winter;4;Heat Pump 1;0,36;6,00;0,00;246,70
02-03-2024 21:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1849,52
02-03-2024 21:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 21:00;Winter;4;Heat Pump 1;0,33;5,50;0,00;224,84
02-03-2024 22:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1840,99
02-03-2024 22:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 22:00;Winter;4;Heat Pump 1;0,36;6,00;0,00;246,46
02-03-2024 23:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1852,61
02-03-2024 23:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
02-03-2024 23:00;Winter;4;Heat Pump 1;0,28;4,67;0,00;190,44
03-03-2024 00:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1954,43
03-03-2024 00:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 00:00;Winter;4;Heat Pump 1;0,30;5,00;0,00;192,30
03-03-2024 01:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1925,02
03-03-2024 01:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 01:00;Winter;4;Heat Pump 1;0,30;5,00;0,00;195,69
03-03-2024 02:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1847,23
03-03-2024 02:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 02:00;Winter;4;Heat Pump 1;0,32;5,33;0,00;218,31
03-03-2024 03:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1814,55
03-03-2024 03:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 03:00;Winter;4;Heat Pump 1;0,45;7,50;0,00;312,66
03-03-2024 04:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1749,34
03-03-2024 04:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 04:00;Winter;4;Heat Pump 1;1,23;20,50;0,00;885,44
03-03-2024 05:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1627,42
03-03-2024 05:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 05:00;Winter;4;Heat Pump 1;1,40;23,33;0,00;1073,46
03-03-2024 06:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1396,02
03-03-2024 06:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 06:00;Winter;4;Heat Pump 1;1,61;26,83;0,00;1377,77
03-03-2024 07:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;251,71
03-03-2024 07:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 07:00;Winter;4;Heat Pump 1;1,12;18,67;0,00;1451,39
03-03-2024 08:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;57,65
03-03-2024 08:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 08:00;Winter;4;Heat Pump 1;1,14;19,00;0,00;1562,39
03-03-2024 09:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;677,20
03-03-2024 09:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 09:00;Winter;4;Heat Pump 1;0,94;15,67;0,00;1064,30
03-03-2024 10:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1260,56
03-03-2024 10:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 10:00;Winter;4;Heat Pump 1;0,76;12,67;0,00;689,97
03-03-2024 11:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1540,17
03-03-2024 11:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 11:00;Winter;4;Heat Pump 1;0,53;8,83;0,00;424,17
03-03-2024 12:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1628,20
03-03-2024 12:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 12:00;Winter;4;Heat Pump 1;0,27;4,50;0,00;206,94
03-03-2024 13:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1719,93
03-03-2024 13:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 13:00;Winter;4;Heat Pump 1;0,22;3,67;0,00;160,86
03-03-2024 14:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1864,26
03-03-2024 14:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 14:00;Winter;4;Heat Pump 1;0,40;6,67;0,00;270,27
03-03-2024 15:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1882,64
03-03-2024 15:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 15:00;Winter;4;Heat Pump 1;0,84;14,00;0,00;561,62
03-03-2024 16:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1912,25
03-03-2024 16:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 16:00;Winter;4;Heat Pump 1;0,98;16,33;0,00;644,07
03-03-2024 17:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1896,19
03-03-2024 17:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 17:00;Winter;4;Heat Pump 1;0,95;15,83;0,00;630,22
03-03-2024 18:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1922,89
03-03-2024 18:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 18:00;Winter;4;Heat Pump 1;0,42;7,00;0,00;274,31
03-03-2024 19:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 19:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1962,17
03-03-2024 19:00;Winter;4;Heat Pump 1;0,32;5,33;0,00;204,16
03-03-2024 20:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 20:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;2050,39
03-03-2024 20:00;Winter;4;Heat Pump 1;0,28;4,67;0,00;169,14
03-03-2024 21:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
03-03-2024 21:00;Winter;4;Heat Pump 1;3,68;61,33;0,00;2163,58
03-03-2024 21:00;Winter;3;Gas Motor 1;0,00;0,00;0,00;0,00
03-03-2024 22:00;Winter;4;Heat Pump 1;6,00;100,00;0,00;3355,20
03-03-2024 22:00;Winter;1;Gas Boiler 2;0,56;18,67;24,27;313,60
03-03-2024 22:00;Winter;3;Gas Motor 1;0,00;0,00;0,00;0,00
03-03-2024 23:00;Winter;4;Heat Pump 1;6,00;100,00;0,00;2369,34
03-03-2024 23:00;Winter;1;Gas Boiler 2;0,46;15,33;19,93;257,60
03-03-2024 23:00;Winter;3;Gas Motor 1;0,00;0,00;0,00;0,00
04-03-2024 00:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 00:00;Winter;3;Gas Motor 1;3,35;95,71;622,14;1928,33
04-03-2024 00:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 01:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 01:00;Winter;3;Gas Motor 1;3,31;94,57;614,71;1856,07
04-03-2024 01:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 02:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 02:00;Winter;3;Gas Motor 1;3,37;96,29;625,86;1892,32
04-03-2024 02:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 03:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 03:00;Winter;3;Gas Motor 1;3,43;98,00;637,00;1934,55
04-03-2024 03:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 04:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 04:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1965,89
04-03-2024 04:00;Winter;4;Heat Pump 1;0,54;9,00;0,00;343,75
04-03-2024 05:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 05:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1992,02
04-03-2024 05:00;Winter;4;Heat Pump 1;0,46;7,67;0,00;288,20
04-03-2024 06:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1954,48
04-03-2024 06:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 06:00;Winter;4;Heat Pump 1;0,46;7,67;0,00;294,85
04-03-2024 07:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1937,27
04-03-2024 07:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 07:00;Winter;4;Heat Pump 1;0,11;1,83;0,00;71,23
04-03-2024 08:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1916,93
04-03-2024 08:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 08:00;Winter;4;Heat Pump 1;0,32;5,33;0,00;209,73
04-03-2024 09:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1886,36
04-03-2024 09:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 09:00;Winter;4;Heat Pump 1;0,39;6,50;0,00;260,20
04-03-2024 10:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1871,64
04-03-2024 10:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 10:00;Winter;4;Heat Pump 1;0,19;3,17;0,00;127,84
04-03-2024 11:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1886,36
04-03-2024 11:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 11:00;Winter;4;Heat Pump 1;0,12;2,00;0,00;80,06
04-03-2024 12:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1904,92
04-03-2024 12:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 12:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 13:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1894,86
04-03-2024 13:00;Winter;1;Gas Boiler 2;2,90;96,67;125,67;1624,00
04-03-2024 13:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 14:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1879,78
04-03-2024 14:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
04-03-2024 14:00;Winter;4;Heat Pump 1;0,08;1,33;0,00;53,58
04-03-2024 15:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1907,05
04-03-2024 15:00;Winter;1;Gas Boiler 2;2,70;90,00;117,00;1512,00
04-03-2024 15:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 16:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1748,35
04-03-2024 16:00;Winter;1;Gas Boiler 2;2,79;93,00;120,90;1562,40
04-03-2024 16:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 17:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1530,00
04-03-2024 17:00;Winter;1;Gas Boiler 2;2,57;85,67;111,37;1439,20
04-03-2024 17:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 18:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1299,67
04-03-2024 18:00;Winter;1;Gas Boiler 2;2,77;92,33;120,03;1551,20
04-03-2024 18:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 19:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1360,27
04-03-2024 19:00;Winter;1;Gas Boiler 2;2,80;93,33;121,33;1568,00
04-03-2024 19:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 20:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1532,52
04-03-2024 20:00;Winter;1;Gas Boiler 2;2,75;91,67;119,17;1540,00
04-03-2024 20:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 21:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1564,27
04-03-2024 21:00;Winter;1;Gas Boiler 2;2,66;88,67;115,27;1489,60
04-03-2024 21:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 22:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1635,87
04-03-2024 22:00;Winter;1;Gas Boiler 2;2,73;91,00;118,30;1528,80
04-03-2024 22:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
04-03-2024 23:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1629,30
04-03-2024 23:00;Winter;1;Gas Boiler 2;2,59;86,33;112,23;1450,40
04-03-2024 23:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
05-03-2024 00:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;954,18
05-03-2024 00:00;Winter;1;Gas Boiler 2;2,55;85,00;110,50;1428,00
05-03-2024 00:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
05-03-2024 01:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1036,05
05-03-2024 01:00;Winter;1;Gas Boiler 2;2,55;85,00;110,50;1428,00
05-03-2024 01:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
05-03-2024 02:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;914,11
05-03-2024 02:00;Winter;1;Gas Boiler 2;2,56;85,33;110,93;1433,60
05-03-2024 02:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
05-03-2024 03:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;995,81
05-03-2024 03:00;Winter;1;Gas Boiler 2;2,74;91,33;118,73;1534,40
05-03-2024 03:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
05-03-2024 04:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1172,11
05-03-2024 04:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
05-03-2024 04:00;Winter;4;Heat Pump 1;0,25;4,17;0,00;235,47
05-03-2024 05:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1163,79
05-03-2024 05:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
05-03-2024 05:00;Winter;4;Heat Pump 1;0,24;4,00;0,00;226,82
05-03-2024 06:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1374,21
05-03-2024 06:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
05-03-2024 06:00;Winter;4;Heat Pump 1;0,22;3,67;0,00;190,11
05-03-2024 07:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1216,44
05-03-2024 07:00;Winter;1;Gas Boiler 2;2,77;92,33;120,03;1551,20
05-03-2024 07:00;Winter;4;Heat Pump 1;0,00;0,00;0,00;0,00
05-03-2024 08:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;717,06
05-03-2024 08:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
05-03-2024 08:00;Winter;4;Heat Pump 1;0,01;0,17;0,00;11,17
05-03-2024 09:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;852,57
05-03-2024 09:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
05-03-2024 09:00;Winter;4;Heat Pump 1;0,21;3,50;0,00;223,60
05-03-2024 10:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;859,33
05-03-2024 10:00;Winter;1;Gas Boiler 2;3,00;100,00;130,00;1680,00
05-03-2024 10:00;Winter;4;Heat Pump 1;0,09;1,50;0,00;95,60
05-03-2024 11:00;Winter;3;Gas Motor 1;3,50;100,00;650,00;1124,12
05-03-2024 11:00;Winter;1;Gas Boiler 2;2,91;97,00;126,10;1629,60
