Date;Period;Id;Name;TotalHeat;PercentageUsed;TotalCO2;TotalCost
01-03-2024 12:00;Winter;1;Gas Boiler 2;2.68;89.33;116.13;1500.80
01-03-2024 12:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
01-03-2024 13:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 13:00;Winter;1;Gas Boiler 2;2.73;91.00;118.30;1528.80
01-03-2024 13:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
01-03-2024 14:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 14:00;Winter;1;Gas Boiler 2;2.84;94.67;123.07;1590.40
01-03-2024 14:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
01-03-2024 15:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 15:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 15:00;Winter;4;Heat Pump 1;0.30;5.00;0.00;297.93
01-03-2024 16:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 16:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 16:00;Winter;4;Heat Pump 1;0.39;6.50;0.00;395.17
01-03-2024 17:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 17:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 17:00;Winter;4;Heat Pump 1;0.68;11.33;0.00;687.55
01-03-2024 18:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 18:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 18:00;Winter;4;Heat Pump 1;0.38;6.33;0.00;313.58
01-03-2024 19:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 19:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 19:00;Winter;4;Heat Pump 1;0.40;6.67;0.00;310.59
01-03-2024 20:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 20:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 20:00;Winter;4;Heat Pump 1;0.56;9.33;0.00;423.53
01-03-2024 21:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 21:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 21:00;Winter;4;Heat Pump 1;0.69;11.50;0.00;500.48
01-03-2024 22:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 22:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 22:00;Winter;4;Heat Pump 1;0.66;11.00;0.00;477.55
01-03-2024 23:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
01-03-2024 23:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
01-03-2024 23:00;Winter;4;Heat Pump 1;0.54;9.00;0.00;376.26
02-03-2024 00:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 00:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 00:00;Winter;4;Heat Pump 1;0.58;9.67;0.00;391.68
02-03-2024 01:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 01:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 01:00;Winter;4;Heat Pump 1;0.68;11.33;0.00;441.25
02-03-2024 02:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 02:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 02:00;Winter;4;Heat Pump 1;0.71;11.83;0.00;452.89
02-03-2024 03:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 03:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 03:00;Winter;4;Heat Pump 1;0.70;11.67;0.00;446.36
02-03-2024 04:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 04:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 04:00;Winter;4;Heat Pump 1;1.16;19.33;0.00;746.07
02-03-2024 05:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 05:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 05:00;Winter;4;Heat Pump 1;1.45;24.17;0.00;983.09
02-03-2024 06:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 06:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 06:00;Winter;4;Heat Pump 1;1.51;25.17;0.00;1040.74
02-03-2024 07:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 07:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 07:00;Winter;4;Heat Pump 1;0.79;13.17;0.00;591.76
02-03-2024 08:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 08:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 08:00;Winter;4;Heat Pump 1;0.64;10.67;0.00;530.98
02-03-2024 09:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 09:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 09:00;Winter;4;Heat Pump 1;0.71;11.83;0.00;612.62
02-03-2024 10:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 10:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 10:00;Winter;4;Heat Pump 1;0.64;10.67;0.00;538.51
02-03-2024 11:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 11:00;Winter;1;Gas Boiler 2;2.99;99.67;129.57;1674.40
02-03-2024 11:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 12:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 12:00;Winter;1;Gas Boiler 2;2.39;79.67;103.57;1338.40
02-03-2024 12:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 13:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 13:00;Winter;1;Gas Boiler 2;2.22;74.00;96.20;1243.20
02-03-2024 13:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 14:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 14:00;Winter;1;Gas Boiler 2;2.28;76.00;98.80;1276.80
02-03-2024 14:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 15:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 15:00;Winter;1;Gas Boiler 2;2.78;92.67;120.47;1556.80
02-03-2024 15:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 16:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 16:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 16:00;Winter;4;Heat Pump 1;0.01;0.17;0.00;7.10
02-03-2024 17:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 17:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
02-03-2024 17:00;Winter;4;Heat Pump 1;0.18;3.00;0.00;127.29
02-03-2024 18:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 18:00;Winter;1;Gas Boiler 2;2.65;88.33;114.83;1484.00
02-03-2024 18:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 19:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 19:00;Winter;1;Gas Boiler 2;2.72;90.67;117.87;1523.20
02-03-2024 19:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 20:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 20:00;Winter;1;Gas Boiler 2;2.86;95.33;123.93;1601.60
02-03-2024 20:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 21:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 21:00;Winter;1;Gas Boiler 2;2.83;94.33;122.63;1584.80
02-03-2024 21:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 22:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 22:00;Winter;1;Gas Boiler 2;2.86;95.33;123.93;1601.60
02-03-2024 22:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
02-03-2024 23:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
02-03-2024 23:00;Winter;1;Gas Boiler 2;2.78;92.67;120.47;1556.80
02-03-2024 23:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 00:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 00:00;Winter;1;Gas Boiler 2;2.80;93.33;121.33;1568.00
03-03-2024 00:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 01:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 01:00;Winter;1;Gas Boiler 2;2.80;93.33;121.33;1568.00
03-03-2024 01:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 02:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 02:00;Winter;1;Gas Boiler 2;2.82;94.00;122.20;1579.20
03-03-2024 02:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 03:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 03:00;Winter;1;Gas Boiler 2;2.95;98.33;127.83;1652.00
03-03-2024 03:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 04:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 04:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 04:00;Winter;4;Heat Pump 1;0.73;12.17;0.00;525.51
03-03-2024 05:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 05:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 05:00;Winter;4;Heat Pump 1;0.90;15.00;0.00;690.08
03-03-2024 06:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 06:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 06:00;Winter;4;Heat Pump 1;1.11;18.50;0.00;949.89
03-03-2024 07:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 07:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 07:00;Winter;4;Heat Pump 1;0.62;10.33;0.00;803.45
03-03-2024 08:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 08:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 08:00;Winter;4;Heat Pump 1;0.64;10.67;0.00;877.13
03-03-2024 09:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 09:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 09:00;Winter;4;Heat Pump 1;0.44;7.33;0.00;498.18
03-03-2024 10:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 10:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 10:00;Winter;4;Heat Pump 1;0.26;4.33;0.00;236.04
03-03-2024 11:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 11:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 11:00;Winter;4;Heat Pump 1;0.03;0.50;0.00;24.01
03-03-2024 12:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 12:00;Winter;1;Gas Boiler 2;2.77;92.33;120.03;1551.20
03-03-2024 12:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 13:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 13:00;Winter;1;Gas Boiler 2;2.72;90.67;117.87;1523.20
03-03-2024 13:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 14:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 14:00;Winter;1;Gas Boiler 2;2.90;96.67;125.67;1624.00
03-03-2024 14:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 15:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 15:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 15:00;Winter;4;Heat Pump 1;0.34;5.67;0.00;227.32
03-03-2024 16:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 16:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 16:00;Winter;4;Heat Pump 1;0.48;8.00;0.00;315.46
03-03-2024 17:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 17:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
03-03-2024 17:00;Winter;4;Heat Pump 1;0.45;7.50;0.00;298.53
03-03-2024 18:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 18:00;Winter;1;Gas Boiler 2;2.92;97.33;126.53;1635.20
03-03-2024 18:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 19:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 19:00;Winter;1;Gas Boiler 2;2.82;94.00;122.20;1579.20
03-03-2024 19:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 20:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 20:00;Winter;1;Gas Boiler 2;2.78;92.67;120.47;1556.80
03-03-2024 20:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 21:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 21:00;Winter;1;Gas Boiler 2;2.68;89.33;116.13;1500.80
03-03-2024 21:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
03-03-2024 22:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
03-03-2024 22:00;Winter;4;Heat Pump 1;2.56;42.67;0.00;1431.55
03-03-2024 22:00;Winter;1;Gas Boiler 2;0.00;0.00;0.00;0.00
03-03-2024 23:00;Winter;4;Heat Pump 1;6.00;100.00;0.00;2369.34
03-03-2024 23:00;Winter;0;Gas Boiler 1;0.46;11.50;20.12;239.20
03-03-2024 23:00;Winter;1;Gas Boiler 2;0.00;0.00;0.00;0.00
04-03-2024 00:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 00:00;Winter;1;Gas Boiler 2;2.35;78.33;101.83;1316.00
04-03-2024 00:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 01:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 01:00;Winter;1;Gas Boiler 2;2.31;77.00;100.10;1293.60
04-03-2024 01:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 02:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 02:00;Winter;1;Gas Boiler 2;2.37;79.00;102.70;1327.20
04-03-2024 02:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 03:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 03:00;Winter;1;Gas Boiler 2;2.43;81.00;105.30;1360.80
04-03-2024 03:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 04:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 04:00;Winter;1;Gas Boiler 2;3.00;100.00;130.00;1680.00
04-03-2024 04:00;Winter;4;Heat Pump 1;0.04;0.67;0.00;25.46
04-03-2024 05:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 05:00;Winter;1;Gas Boiler 2;2.96;98.67;128.27;1657.60
04-03-2024 05:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 06:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 06:00;Winter;1;Gas Boiler 2;2.96;98.67;128.27;1657.60
04-03-2024 06:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 07:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 07:00;Winter;1;Gas Boiler 2;2.61;87.00;113.10;1461.60
04-03-2024 07:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 08:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 08:00;Winter;1;Gas Boiler 2;2.82;94.00;122.20;1579.20
04-03-2024 08:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 09:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 09:00;Winter;1;Gas Boiler 2;2.89;96.33;125.23;1618.40
04-03-2024 09:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 10:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 10:00;Winter;1;Gas Boiler 2;2.69;89.67;116.57;1506.40
04-03-2024 10:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 11:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 11:00;Winter;1;Gas Boiler 2;2.62;87.33;113.53;1467.20
04-03-2024 11:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 12:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 12:00;Winter;1;Gas Boiler 2;2.50;83.33;108.33;1400.00
04-03-2024 12:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 13:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 13:00;Winter;1;Gas Boiler 2;2.40;80.00;104.00;1344.00
04-03-2024 13:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 14:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 14:00;Winter;1;Gas Boiler 2;2.58;86.00;111.80;1444.80
04-03-2024 14:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 15:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 15:00;Winter;1;Gas Boiler 2;2.20;73.33;95.33;1232.00
04-03-2024 15:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 16:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 16:00;Winter;1;Gas Boiler 2;2.29;76.33;99.23;1282.40
04-03-2024 16:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 17:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 17:00;Winter;1;Gas Boiler 2;2.07;69.00;89.70;1159.20
04-03-2024 17:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 18:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 18:00;Winter;1;Gas Boiler 2;2.27;75.67;98.37;1271.20
04-03-2024 18:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 19:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 19:00;Winter;1;Gas Boiler 2;2.30;76.67;99.67;1288.00
04-03-2024 19:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 20:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 20:00;Winter;1;Gas Boiler 2;2.25;75.00;97.50;1260.00
04-03-2024 20:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 21:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 21:00;Winter;1;Gas Boiler 2;2.16;72.00;93.60;1209.60
04-03-2024 21:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 22:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 22:00;Winter;1;Gas Boiler 2;2.23;74.33;96.63;1248.80
04-03-2024 22:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
04-03-2024 23:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
04-03-2024 23:00;Winter;1;Gas Boiler 2;2.09;69.67;90.57;1170.40
04-03-2024 23:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 00:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 00:00;Winter;1;Gas Boiler 2;2.05;68.33;88.83;1148.00
05-03-2024 00:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 01:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 01:00;Winter;1;Gas Boiler 2;2.05;68.33;88.83;1148.00
05-03-2024 01:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 02:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 02:00;Winter;1;Gas Boiler 2;2.06;68.67;89.27;1153.60
05-03-2024 02:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 03:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 03:00;Winter;1;Gas Boiler 2;2.24;74.67;97.07;1254.40
05-03-2024 03:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 04:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 04:00;Winter;1;Gas Boiler 2;2.75;91.67;119.17;1540.00
05-03-2024 04:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 05:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 05:00;Winter;1;Gas Boiler 2;2.74;91.33;118.73;1534.40
05-03-2024 05:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 06:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 06:00;Winter;1;Gas Boiler 2;2.72;90.67;117.87;1523.20
05-03-2024 06:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 07:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 07:00;Winter;1;Gas Boiler 2;2.27;75.67;98.37;1271.20
05-03-2024 07:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 08:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 08:00;Winter;1;Gas Boiler 2;2.51;83.67;108.77;1405.60
05-03-2024 08:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 09:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 09:00;Winter;1;Gas Boiler 2;2.71;90.33;117.43;1517.60
05-03-2024 09:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
05-03-2024 10:00;Winter;0;Gas Boiler 1;4.00;100.00;175.00;2080.00
05-03-2024 10:00;Winter;1;Gas Boiler 2;2.59;86.33;112.23;1450.40
05-03-2024 10:00;Winter;4;Heat Pump 1;0.00;0.00;0.00;0.00
